,web-scraper-order,name,description,price,address,category,date_formatted,time_from,time_until,duration_seconds,is_concert,description_len
777,1701176966-581,Plugin-Jam,"dä musigträff im tsürioberland: der beliebte sonntagabend-jam findet wieder regelmässig einmal im monat statt! kultimusikerinnen stellen ihr equipment (drum, keyboard, gitarren- und bass-amp) für eine offene jam-session zur verfügung. eine pa-anlage mit vocal- und instrumental-mics ist eingerichtet. aller gattung musikerinnen sind herzlich eingeladen. instrumente selber mitbringen.",,"Kulturfabrik Wetzikon, Zürcherstrasse 42, Wetzikon, CH",Konzert,2023-12-10,20:00,,,1,384.0
778,1701176968-582,Zéphyr Combo,"die «zéphyr combo» ist bekannt durch ihre humorvollen, kritischen und poetischen mundart-kompositionen sowie für ihr frankophones flair. sie vermischen chanson mit gipsyklängen, handorgelrock, bissigen satiren, wirren trinkliedern und träumereien. dazu begleiten sie sich auf akkordeon, geige, drehleier, klavier, gitarre, helikon, trompete und schlagzeug. und fleissig ist die «zéphyr combo» auch. ihr neues programm heisst «das boot». von klingenden glocken aus dem leuchtturm im nebel, vorbei an treibenden booten auf dem weiten meer der träume. hoffnungsvolle reisende auf der flucht vor dem auge der nachbarin, bis zum spiegelbild der berge in tiefen wassergründen. mit dabei sind eine alte umgebaute wanduhr, schiffshupe, überraschungen für alle sinne, 7 instrumente und ein fischskelett. wenn man dabei bloss nicht den faden verliert… willkommen zurück! esther nydegger (geige, gesang, gitarre, querflöte), geert dedapper (akkordeon, gesang, drehleier, gitarre, klavier), leon schaetti (helikon, gesang), bischi (schlagzeug) https://zephyrcombo.ch",,"Esse Musicbar, Zeughausstrasse 52, Winterthur, CH",Konzert / World & Ethno,2023-12-10,19:30,,,1,1054.0
779,1701176970-583,Tipping Point,"von tipping points ist in der klimadebatte oft die rede. der aus dem englischen stammende begriff tipping point bezeichnet einen moment, in dem eine vorher gradlinige und eindeutige entwicklung durch bestimmte rückkoppelungen abrupt und unvermittelt abbricht, die richtung wechselt oder sich stark beschleunigt. seit der jahrtausendwende weist die klimaforschung darauf hin, dass sich der klimawandel nicht nur linear entwickelt, sondern dass es zu abrupten wendepunkten und irreversiblen veränderungen von globaler tragweite kommen kann. wie die klimaforschung zeigt, können solche vorgänge in relativ kurzer zeit zu irreversiblen umbrüchen führen. wir wagen mit dem projekt „tipping point“ eine audio visuelle annäherung an dieses thema. das projekt ist so konzipiert, dass sein ausgang offen ist und dass das zusammenwirken von ton und bild schlagartig eine völlig neue und unerwartete richtung einnehmen kann.",,"Café Bar Mokka, Allmendstrasse 14, Thun, CH",Konzert,2023-12-10,19:30,,,1,913.0
780,1701176972-584,Zéphyr Combo – Das Boot,"die ""zéphyr combo"" ist bekannt durch ihre humorvollen, kritischen und poetischen mundart-kompositionen sowie für ihr frankophones flair. sie vermischen chanson mit gipsyklängen, handorgelrock, bissigen satiren, wirren trinkliedern und träumereien. dazu begleiten sie sich auf akkordeon, geige, drehleier, klavier, gitarre, helikon, trompete und schlagzeug. und fleissig ist die ""zéphyr combo"" auch. ihr neues programm heisst ""das boot"". von klingenden glocken aus dem leuchtturm im nebel, vorbei an treibenden booten auf dem weiten meer der träume. hoffnungsvolle reisende auf der flucht vor dem auge der nachbarin, bis zum spiegelbild der berge in tiefen wassergründen. mit dabei sind eine alte umgebaute wanduhr, schiffshupe, überraschungen für alle sinne, 7 instrumente und ein fischskelett. wenn man dabei bloss nicht den faden verliert… willkommen zurück! esther nydegger (geige, gesang, gitarre, querflöte), geert dedapper (akkordeon, gesang, drehleier, gitarre, klavier), leon schaetti (helikon, gesang), bischi (schlagzeug)",,"Esse Musicbar, Zeughausstrasse 52, Winterthur, CH",Konzert,2023-12-10,19:30,,,1,1031.0
781,1701176974-585,Shygirl (GB),"shygirl, die multidisziplinäre künstlerin und sirene, die unsere blicke auf sich gezogen hat, taucht mit ihrem debütalbum ""nypmh"" aus dem wasser auf. gleichzeitig behauptet sie ihre macht und freiheit und sehnt sich immer noch nach liebe. sie liefert uns harmonische verse und eingängige hooks, die von beziehungen, sexuellen wünschen und romantischen frustrationen erzählen. mit einer üppigen produktion nimmt shygirl uns mit auf die reise, wie intimität für eine frau ist, die als ""zu heiß zum anfassen"" angesehen wird, die begehrt und gleichzeitig übersehen wird. die melodien verflechten sich mit den klängen von bassline, garage, dancehall und hip-hop, während shygirl durch ein breites spektrum an emotionen und situationen springt, die sich mit intimität, selbstliebe, introspektion und können beschäftigen. die aus großbritannien stammende shygirl ist eine neue königin der coolness, die in der elektronischen popmusik für ihre schwülen flows und ihr nonchalantes selbstvertrauen mit den club-krachern ihrer ""cruel practice""-ep (2018) und ""alias""-ep (2020) bekannt wurde. mit ihrem ersten abendfüllenden projekt ""nymph"" erhalten wir einen einblick in shygirls verletzlichere seite, da sie die freiheit findet, sich zu offenbaren. in einem haus in brighton an der britischen südküste... 								 									 mehr anzeigen 								 							 							 																	shygirl, die multidisziplinäre künstlerin und sirene, die unsere blicke auf sich gezogen hat, taucht mit ihrem debütalbum ""nypmh"" aus dem wasser auf. gleichzeitig behauptet sie ihre macht und freiheit und sehnt sich immer noch nach liebe. sie liefert uns harmonische verse und eingängige hooks, die von beziehungen, sexuellen wünschen und romantischen frustrationen erzählen. mit einer üppigen produktion nimmt shygirl uns mit auf die reise, wie intimität für eine frau ist, die als ""zu heiß zum anfassen"" angesehen wird, die begehrt und gleichzeitig übersehen wird. die melodien verflechten sich mit den klängen von bassline, garage, dancehall und hip-hop, während shygirl durch ein breites spektrum an emotionen und situationen springt, die sich mit intimität, selbstliebe, introspektion und können beschäftigen. die aus großbritannien stammende shygirl ist eine neue königin der coolness, die in der elektronischen popmusik für ihre schwülen flows und ihr nonchalantes selbstvertrauen mit den club-krachern ihrer ""cruel practice""-ep (2018) und ""alias""-ep (2020) bekannt wurde. mit ihrem ersten abendfüllenden projekt ""nymph"" erhalten wir einen einblick in shygirls verletzlichere seite, da sie die freiheit findet, sich zu offenbaren. in einem haus in brighton an der britischen südküste arbeitete shygirl mit ihren freunden und früheren kollaborateuren karma kid, mura masa, sega bodega und cosha zusammen, um die grundlage für das album zu schaffen. die darauf folgenden reisen nach l.a. brachten das album in seine endgültige form, an der produzenten wie bloodpop, arca, vegyn und kingdom beteiligt waren. die leadsingle 'firefly' ist ein klassischer britischer 2-step-lovesong, der eine glitzernde melancholie voller einsamer fantasien und klagen über eine einseitige verliebtheit bietet, die auf einem luxuriösen dance-break schwebt. 									 										 weniger anzeigen",,"Mascotte, Theaterstrasse 10, Zürich, CH",Konzert / Pop & Rock,2023-12-10,19:30,,,1,3248.0
782,1701176976-586,Klangheilung & Gongbad,"dieser abend bietet dir in zwei teilen eine besonders intensive musikalische heil-reise, in der du dich fallen lassen und den schwingungen hingeben kannst.  im ersten teil kreiert shakya für dich mit verschiedenen instrumenten melodiöse, mystische, herzvolle klangräume. die musik verführt dich dazu, mit dem verstand «auszusteigen» und deine seele, dein herz und deinen körper einfach nur spüren und geniessen zu lassen.  im zweiten teil nimmt maurizio dich mit zwei magischen gongs aus china und nepal auf noch eine tiefere ebene von entspannung und still werden. die zeitlosen, zarten bis kraftvollen klänge dieser grossen gongs erinnern deine zellen daran, mit allem, was ist, in frieden zu kommen. tiefes vertrauen in deinem urgrund kann von selbst zum vorschein kommen. deine eigene innere quelle von heil-sein, präsenz und liebe kommt ins fliessen.  shakya: keyboard, cello, hang, dilruba, stimme und mehr  maurizio: chinesischer herz-gong & nepalesischer gong der weissen tara  vorverkauf: chf 30-50  abendkasse: chf 40-50  für ermässigung bitte vorkasse nutzen.  begrenzte anzahl plätze.",30.0,"Schloss Glarisegg, Schloss Glarisegg, Steckborn, CH",Konzert / Weitere Musikrichtungen,2023-12-10,19:00,21:00,7200.0,1,1096.0
783,1701176978-587,Helvetiarockt,"über zwanzig junge frauen, inter, trans, non-binäre und agender menschen proben seit februar 2023 im rahmen der helvetiarockt bandworkshops in sechs kantonen und drei sprachen. gemeinsam mit ihren coaches haben die sechs bands an songs getüftelt und ein kleines set zusammengestellt. nun ergreifen sie die gelegenheit, die bühne in der werkstatt in chur zu erobern und ihre songs vor publikum zu performen. grund genug, vorbeizuschauen und die musiker*innen von morgen zu entdecken.  ********************************************  programm / lineup  18:30 türöffnung  19:00 silver lining (gr): jede menge ungebändigte energie und die jugendliche hoffnung zeichnet die junge bündner band wie auch ihren sound aus. anna, sina, céline und lotte interpretieren popsongs und auch eigenkompositionen auf ihre einzigartige verspielte, aber hinreissende art, und mit einem gewissen geheimnisvollen touch. egal, ob es soul ist, pop, oder schon in rock hineingeht. eine dynamische und solide rhythm section trifft auf eine weiche, zierliche stimme und ergibt dabei die perfekte symbiose.  19:30 four on the floor (zh): sarah, stephie, sophie und jessie, vier mädchen mit unterschiedlichen hintergründen – vier sängerinnen und songwriterinnen mit einer gemeinsamen leidenschaft für musik. die band kombiniert elemente aus pop und rock.",25.0,"Werkstatt Chur, Untere Gasse 9, Chur, CH",Konzert / Pop & Rock,2023-12-10,19:00,22:00,10800.0,1,1323.0
784,1701176983-588,Anja Lechner & François Couturier,"der französische jazzpianist françois couturier und die deutsche cellistin anja lechner lernten sich 2005 im winter in lugano kennen, wo sie als teil des tarkovsky quartet ein dem regisseur gewidmetes album aufnahmen. seither bringen sie die ""anatomie der melancholie zum klingen"", wie es der deutschlandfunk sehr treffend formuliert. cineastisch und ausdrucksstark klingt die musik auch im duo. elemente aus tango, osteuropäischem liedgut und zeitgenössischem jazz gehen mit kompositionen von pergolesi, bach oder henry dutilleux eine symbiotische beziehung ein. impressionistische klangwelten und rhythmische expressivität halten die balance. selten gelingt die kombination von jazz und klassischer musik so unverkrampft und überzeugend.  <br> der warme klang von flügel und cello dürfte an einem kalten dezemberabend im perronnord besonders beglücken und berühren.  <br>   <br> anja lechner (de) (violoncello)  <br> françois couturier (fr) (piano)",,"Perronnord, Rosenbergstrasse 48, St. Gallen, CH",Konzert,2023-12-10,19:00,,,1,950.0
785,1701176985-589,Akku Quintet,"akku quintet ist das langzeit-projekt des berner drummers manuel pasquinelli. mit viel spielfreude zelebriert die band hinreißend die lust an der repetition, dehnt in unaufgeregten bewegungen raum und zeit. nach ihrem 2022 erschienenen live-album präsentiert das quintett nun sein fünftes studio-album «kinema». die fünf musikerinnen und musiker spielen pulsierenden, treibenden minimal-jazz mit rockigen und sphärischen elementen. es hört sich an wie ein tauchgang in unergründliche tiefen. wann immer man denkt, dieses meer könne nicht noch weiter runter gehen, sinkt man schon hinab ins nächste level. live-visuals unterstützen die musikalische tauchexkursion. 2020 wurde das akku quintet mit dem kantonalen berner musikpreis ausgezeichnet. line-up: gabriel wenger saxophon maja nydegger keyboards, piano markus ischer gitarre andi schnellmann bass manuael pasquinelli komposition, schlagzeug jonas fehr visuals",,"Moods, Schiffbaustrasse 6, Zürich, CH",Konzert / Jazz & Blues,2023-12-10,19:00,,,1,914.0
786,1701176987-590,LIVE-Konzert: ANCORA TENORES,"die ancora tenores sind inspiriert von künstlern, wie il divo, il volo und andrea bocelli. den ursprung ihres gemeinsamen werdegangs haben die ancora tenores in ihrem geburtsland peru.  stimmen die die seele berühren.  die drei tenöre sammeln für die kinderhilfe der breel embolo foundation, welche kinder in peru und kamerun unterstützt.",20.0,"sunbea.ch-club ""s'Dörfli"", Reinacherstr. 1, Münchenstein, CH",Konzert / Weitere Musikrichtungen,2023-12-10,19:00,01:00,21600.0,1,338.0
787,1701176989-591,Roma Songs und Kantate «Wir Kinder der Landstrasse»,"zehn traditionelle roma-songs singen die 35 sänger*nnen im «projektchor roma songs». begleitet werden sie von der balkan band «sebass». sie singen roma klassiker wie «amarisi», «nane cocha», «ederlezi» und «djelem, djelem». und erinnern mit dem lied «ausvicate» an den völkermord an roma und sinti.  uraufführung: die kantate «wir kinder der landstrasse» des komponisten roger moreno-rathgeb. (der komponist beeindruckte mit seinem «requiem für auschwitz» in den grossen konzerthäusern europas)  die kantate in mundart greift den skandal um den kindesraub von 600 jenischen kindern durch das «hilfswerk für die kinder der landstrasse» von ""pro juventute"" auf. der journalist hans caprez hatte die schockierende tatsache 1972 publik gemacht.  die konzertreihe:  sa, 28.10.23, 20:00 winterthur, ev.ref.kirche wülflingen  so, 29.10.23, 18:30 st.gallen, laurenzenkirche  sa, 09.12.23, 20:00 zürich, citykirche st. jakobj  so, 10.12.23, 18:30 bern, aula «progr» zentrum für kultur  benefizkonzerte, kollekte, obligatorische reservationen: info@stimmeundchor.ch  infos: www.stimmeundchor.ch/projektchor-roma-songs/",,"Aula Progr, Waisenhausplatz 30, Bern, CH",Konzert / Chor,2023-12-10,18:30,20:15,6300.0,1,1108.0
788,1701176991-592,POWERPLAY SESSIONS - exklusiv mit JOURNEYS (CH),"die powerplay sessions sind konzerte im kleinen und intimen rahmen, die live to tape aufgenommen und auf vinyl gepresst werden. verbringe deinen konzertabend im aufnahmeraum hautnah bei der künstlerin oder schaue in der regie dem tontechniker beim abmischen über die schulter. dies am 10.12.2023 mit der funk-jazz-fusion-band ""journeys"" aus zürich, die an diesem abend ihr neues album „gate 65“ aus der taufe heben.  ab 18.30           einlass, food & drinks  19.30 – 19.45   technische einführung ticketinhaber kat. 2 und 3  20.00 – 22.00   konzert (2 sets à je 45 min.)  22.00 – 23.30   drinks und get-together     ticketkategorien     kat 1 - aufnahmeraum studio a / chf 110.00  50 sitzplätze direkt beim künstler*in , geniesse das konzert in einer intimen atmosphäre. (ticketpreis inkl. vinyl im wert von chf 30.00)    kat 2 - regie studio a / chf 120.00   6 exklusive plätze im regieraum a bei einem tontechniker mit direkter sicht ins studio a. erlebe das konzert mit spannenden technischen hintergrundinformationen. im vorfeld gibt es hierzu eine kurze technische einführung. (ticketpreis inkl. vinyl im wert von chf 30.00)    kat 3 - regie studio b / chf 80.00  ... 								 									 mehr anzeigen 								 							 							 																	die powerplay sessions sind konzerte im kleinen und intimen rahmen, die live to tape aufgenommen und auf vinyl gepresst werden. verbringe deinen konzertabend im aufnahmeraum hautnah bei der künstlerin oder schaue in der regie dem tontechniker beim abmischen über die schulter. dies am 10.12.2023 mit der funk-jazz-fusion-band ""journeys"" aus zürich, die an diesem abend ihr neues album „gate 65“ aus der taufe heben.  ab 18.30           einlass, food & drinks  19.30 – 19.45   technische einführung ticketinhaber kat. 2 und 3  20.00 – 22.00   konzert (2 sets à je 45 min.)  22.00 – 23.30   drinks und get-together     ticketkategorien     kat 1 - aufnahmeraum studio a / chf 110.00  50 sitzplätze direkt beim künstler*in , geniesse das konzert in einer intimen atmosphäre. (ticketpreis inkl. vinyl im wert von chf 30.00)    kat 2 - regie studio a / chf 120.00   6 exklusive plätze im regieraum a bei einem tontechniker mit direkter sicht ins studio a. erlebe das konzert mit spannenden technischen hintergrundinformationen. im vorfeld gibt es hierzu eine kurze technische einführung. (ticketpreis inkl. vinyl im wert von chf 30.00)    kat 3 - regie studio b / chf 80.00  6 exklusive plätze in der regie b bei einem tontechniker, der den live recording cut macht. das konzert wird visuell mittels screen mitverfolgt. auch hier gibt es im vorfeld eine kurze technische einführung. (ticketpreis inkl. vinyl im wert von chf 30.00)     kat 5 - aufnahmeraum studio a / chf 80.00 (ohne vinyl)   20 sitzplätze direkt beim künstler*in , geniesse das konzert in einer intimen atmosphäre.     kat 6 - regie studio a / chf 90.00 (ohne vinyl)  4 exklusive plätze im regieraum a bei einem tontechniker mit direkter sicht ins studio a. erlebe das konzert mit spannenden technischen hintergrundinformationen. im vorfeld gibt es hierzu eine kurze technische einführung.     kat 7 - regie studio b / chf 50.00 (ohne vinyl)   4 exklusive plätze in der regie b bei einem tontechniker, der den live recording cut macht. das konzert wird visuell mittels screen mitverfolgt. auch hier gibt es im vorfeld eine kurze technische einführung.        journeys   seit den 2000er jahren begeistert die funk-jazz-fusion-band aus zürich mit ihren eigenkompositionen ihr generationsübergreifendes publikum.    schöne melodien, farbenfrohe harmonien, treibende grooves und exzellente solos!  das sind ""journeys""!  von der ersten minute an, in der die band die bühne betritt, spüren die zuhörer im publikum, dass sie sich auf etwas ganz besonderes freuen können! sie erleben nicht nur ein konzert von guten musikern, sondern auch eine gruppe von alten freunden, die seit über 20 jahren zusammen musizieren. diese begeisterung springt sofort auf das publikum über.  die geschichte dieser band basiert auf der gemeinsamen liebe zu diesem musikstil sowie auf den persönlichen freundschaften, respekt und der wertschätzung zwischen den musikern.  die wunderbaren talente eines jeden von ihnen tragen zum einzigartigen sound der ""journeys"" bei.  auf ihren cd's präsentiert die band einen spannenden, zeitlosen mix aus groovenden funk-tunes, schönen balladen und mitreißendem worldmusic-jazz. ein abend mit den ""journeys"" ist eine musikalische reise rund um den globus, die den zuhörer auf eine vielzahl von musikalischen abenteuern mitnimmt!     band  robert mark - drums  luciano maranta - bass  ueli gasser - guitar  angelo signore - piano  philippe mall - saxophone  willy kotoun - percussions  https://www.journeys.ch/       									 										 weniger anzeigen",110.0,"Powerplay Studios, Fällandenstrasse 20, Maur, CH",Konzert / Jazz & Blues,2023-12-10,18:30,23:30,18000.0,1,4773.0
789,1701176993-593,Kirchenkonzert,letztes konzert des langjährigen dirigenten manfred lüthi. stabübergabe an simon müller.  wunderbare klänge bereiten sie auf die adventszeit vor. lassen sie sich verzaubern.,,"Reformierte Kirche Rohrbach, Kirchgasse 5, Rohrbach, CH",Konzert / Blasmusik,2023-12-10,18:00,20:00,7200.0,1,173.0
790,1701176995-594,HEIDI HAPPY CHRISTMAS TOUR,"heidi und ephrem gehen in die zweite runde mit ihrem weihnachtsprogramm „merry christmas with heidi happy“ und versüssen damit unsere adventszeit.  amerikanische weihnachtsklassiker verzaubern mit vollkommener schönheit, denn heidis warme stimme entfaltet dank der verspielten klavierbegleitung ihres lieblingspianisten ephrem lüchinger ihre ganze wirkung. die romantik der allseits bekannten melodien wird voll ausgeschöpft, indem grossartig orchestrierte interpretationen wie dean martins ""let it snow"" oder frank sinatras ""walking in a winter wonderland"" auf das wesentliche reduziert werden: heidis sanfte stimme und ein virtuoses piano. dieses beindruckende zusammenspiel bietet ein innig berührendes erlebnis und verwandelt weihnachtsverschmäher in schwärmer.  zum geniessen, zurücklehnen und in schönen erinnerungen schwelgen.  künstler:  heidi happy: stimme  ephrem lüchinger: klavier   die schweizer sängerin und multiinstrumentalistin heidi happy begann ihre karriere 2006 und eroberte mit ihrer warmen stimme und dem unkonventionellen song-writing im nu die herzen des publikums. sie blickt auf kollaborationen mit renommierten acts wie yello, patent ochsner, stephan eicher oder scott matthew zurück, diverse chartplatzierungen und hunderte von konzerten im in- und ausland. in ... 								 									 mehr anzeigen 								 							 							 																	heidi und ephrem gehen in die zweite runde mit ihrem weihnachtsprogramm „merry christmas with heidi happy“ und versüssen damit unsere adventszeit.  amerikanische weihnachtsklassiker verzaubern mit vollkommener schönheit, denn heidis warme stimme entfaltet dank der verspielten klavierbegleitung ihres lieblingspianisten ephrem lüchinger ihre ganze wirkung. die romantik der allseits bekannten melodien wird voll ausgeschöpft, indem grossartig orchestrierte interpretationen wie dean martins ""let it snow"" oder frank sinatras ""walking in a winter wonderland"" auf das wesentliche reduziert werden: heidis sanfte stimme und ein virtuoses piano. dieses beindruckende zusammenspiel bietet ein innig berührendes erlebnis und verwandelt weihnachtsverschmäher in schwärmer.  zum geniessen, zurücklehnen und in schönen erinnerungen schwelgen.  künstler:  heidi happy: stimme  ephrem lüchinger: klavier   die schweizer sängerin und multiinstrumentalistin heidi happy begann ihre karriere 2006 und eroberte mit ihrer warmen stimme und dem unkonventionellen song-writing im nu die herzen des publikums. sie blickt auf kollaborationen mit renommierten acts wie yello, patent ochsner, stephan eicher oder scott matthew zurück, diverse chartplatzierungen und hunderte von konzerten im in- und ausland. in den letzten jahren hat sie sich auch einen namen als filmmusik-komponistin gemacht und konnte unter anderem „so schön“ für die srf serie „wilder“ komponieren.  mit ephrem lüchinger geniesst sie eine jahrelange zusammenarbeit, so haben sie nebst „on the hills“ auch ihr letztes album „nid für ewig“ zusammen produziert. die dicke freundschaft und musikalische verbundenheit verleiht dem abend eine wunderbare leichtigkeit und verspieltheit, wobei auch der humor nicht zu kurz kommt.     weitere infos: hedihappy.ch 									 										 weniger anzeigen",35.0,"Alti Moschti, Moosstrasse 1, Mühlethurnen, CH",Konzert / Pop & Rock,2023-12-10,17:30,20:00,9000.0,1,3238.0
791,1701176997-595,Lakiko: What to do - how to live,"«lakiko» ist ein cello und eine stimme. ein cello, das streicht, kratzt, sich wiederholt und verschwindet. eine stimme, die von ihrer nomadischen existenz singt, die sie von bosnien über umwege in die schweiz brachte, von alpträumen, vergangenen zeiten und dystopischen visionen. das soloprojekt der klassisch ausgebildeten cellistin vereint orientalische einflüsse ihrer heimat mit den strengen metren der moderne, traditionelle gesangstechnik mit gehauchter popstimme. «lakikos» sounds spielen einen experimentellen film vor dem inneren auge und klingen nicht ganz von dieser welt.  lana kostic - violoncello, gesang, elektronik  vorverkauf www.eventfrog.ch  reservation office@alte-fabrik.ch / tel. 055 225 74 74  preise chf 30 / chf 25 (ahv/iv) / chf 15 (studierende und jugendliche)   foto credit: © lana kostic / fotobeleznica + milla issaja",30.0,"Alte Fabrik, Klaus-Gebert-Strasse 5, Rapperswil, CH",Konzert / Weitere Musikrichtungen,2023-12-10,17:30,20:00,9000.0,1,847.0
792,1701176999-596,Lakiko,"«lakiko» ist ein cello und eine stimme. ein cello, das streicht, kratzt, sich wiederholt und verschwindet. eine stimme, die von ihrer nomadischen existenz singt, die sie von bosnien über umwege in die schweiz brachte, von alpträumen, vergangenen zeiten und dystopischen visionen. das soloprojekt der klassisch ausgebildeten cellistin vereint orientalische einflüsse ihrer heimat mit den strengen metren der moderne, traditionelle gesangstechnik mit gehauchter popstimme. «lakikos» sounds spielen einen experimentellen film vor dem inneren auge und klingen nicht ganz von dieser welt.",,"Alte Fabrik, Klaus-Gebert-Strasse 5, Rapperswil-Jona, CH",Konzert / Pop & Rock,2023-12-10,17:30,,,1,583.0
793,1701177001-597,REQUIEM MOZART,"les choeurs mixtes de billens-hennens, vuisternens-dt-romont et samoëns (france) s'unissent au club des accordéonistes de la ville de bulle afin de vous présenter le requiem de mozart.  plus de 150 chanteurs et musiciens vous présenteront ce magnifique projet dans l'eglise de siviriez.  nous serions tous particulièrement honorés de vous compter parmi notre public indispensable à la réussite de nos concerts.  au plaisir de vous y rencontrer.",,"Eglise de Siviriez, Route de l'Eglise 74 74, Siviriez, CH",Konzert / Chor,2023-12-10,17:00,18:30,5400.0,1,444.0
794,1701177003-598,Corin Curschellas & The Recyclers Reloaded,"«50 jahre grande dame der chanzun rumantscha»  ________________________________________________________  »  membership «kulturfabrik rorschach» = unterstützen und von vorteilen profitieren  ________________________________________________________  global sounds • jazz • neue schweizer volksmusik / seit 50 jahren steht die bündner sängerin und komponistin auf der bühne. bekannt sind hierzulande vor allem ihre romanischen volksliedadaptionen der letzten jahre. fast völlig vergessen ging, dass die «grande dame der chanzun rumantscha» eine einzigartige musikalische vita hat. von 1990 – 2010 kollaborierte sie in berlin, paris, london, nyc und wien mit einer erstaunlichen vielzahl an internationalen jazzgrössen. mit ihrer tour feiert corin curschellas ihr 50-jähriges bühnenjubiläum mit ihrer wunsch-band bestehend aus ihren damaligen pariser musikgefährten dem gitarristen noël akchoté, pianisten benoît delbecq, schlagzeuger steve argüelles und der akkordeonistin patricia draeger, sowie dem bassist lukas traxel.  corin curschellas – gesang/gitarre  noël akchoté – gitarre  benoit delbecq – piano  steve argüelles – schlagzeug  patricia draeger – akkordeon  lukas traxel – bass",,"Industrie36, Industriestrasse 36b, Rorschach, CH",Konzert / World & Ethno,2023-12-10,17:00,19:00,7200.0,1,1184.0
795,1701177005-599,Christmas Gospel Night - Thun,"shelomith eröffnet den konzertabend. mit viel dynamik und tollen stimmen sorgt der chor aus der region bern für ein musikerlebnis, das unter die haut geht. contemporary gospel ist der ""herzschlag"" von shelomith. gemeinsam mit dem solisten colin vassell sorgen sie für unvergessliche momente voller kraft und besinnlichkeit.  die freude an der musik, das zusammenspiel der berufsmusiker und die mehrstimmigen gesangsarragements machen 4accord zu einem musikerlebnis der besonderen art. prägte bislang der ""southern-gospel"" aus den südstaaten der usa die songwahl, finden auch mehr und mehr diverse musikstile raum und ausdruck.",,"Kultur- und Kongresszentrum Thun, Seestrasse 68, Thun, CH",Konzert / Gospel,2023-12-10,17:00,19:15,8100.0,1,626.0
796,1701177007-600,Adventskonzert: Gospelchor Stäfa und Harmonie Erlenbach,"a singular sensation  gospelstimmen und blasorchester machen gemeinsame sache! erneut kommt es zum gemeinsamen musizieren zwischen dem gospelchor stäfa und des musikverein harmonie erlenbach. dirigent jean knutti hat ein schwungvolles und mitreissendes programm unter dem motto «film and musical highlights» für chor und orchester zusammengestellt. möchten sie aus «a chorus line» das bekannte stück «one» oder von queen «bohemian rhapsody» nicht verpassen, dann sichern sie sich jetzt ihren eintritt. passend zur jahreszeit werden auch weihnächtliche klänge zu hören sein. wie immer findet das konzert seinen gemütlichen ausklang bei einem feinen apéro.    kommen sie spontan zum konzert oder möchten sie kurzfristig weitere freunde mitnehmen?  kein problem: unsere abendkasse ist 45 minuten vor konzertbeginn offen.  die sitzplätze sind nicht nummeriert. türöffnung ist 30 minuten vor konzertbeginn.",,"Reformierte Kirche Stäfa, Kirchbühlstrasse 40, Stäfa, CH",Konzert / Chor,2023-12-10,17:00,18:30,5400.0,1,901.0
797,1701177009-601,Marie Louise Werth & Band,"marie louise werth gehört unbestritten zu den begnadetsten sängerinnen der nation. sie agiert seit über 30 jahren in verschiedensten formationen erfolgreich auf der bühne. mit ihrer warmen und unverkennbaren stimme begeistert und berührt sie ihr publikum. marie louise werth und ihre musikerkollegen, bestehend aus heinz affolter (gitarre), charlie weibel (schlagzeug), thomas custer (bass) und marcel keckeis (keyboard), sorgen einmal mehr für einen originellen und überaus stimmungsvollen konzertabend.",,"Anna-Stüssi-Haus, Oberdorfstrasse 3, Dänikon, CH",Konzert / Pop & Rock,2023-12-10,17:00,,,1,504.0
798,1701177011-602,Weihnachten und andere Schnapsideen,"«weihnachten und anderen schnapsideen»         die drei fe-m@il-ladys präsentieren zum fest der liebe ein neues programm mit texten und musik. dabei kommt besinnliches, scheinheiliges und alkoholisches zum zuge. ein akustischer genuss mit eigenem, bekanntem und neuem – gespickt mit den schönsten weihnachtslieder.     die solothurner formation fe-m@il um die sängerin und schauspielerin tanja baumbergerbespielt seit 23 jahren erfolgreich in verschiedensten besetzungen mit konzerten, szenischen lesungen und musikalischem theater die schweiz und das nahe ausland. seit anbeginn dabei ist pianistin marlis walter. seit der letzten yentl-tour spielt christine flückiger die violine.     erleben sie einen stimmungsvollen abend voller charme und schalk – und die ladies pur.",45.0,"Sternen Kriegstetten im Saal, Hauptstrasse 61, Kriegstetten, CH",Konzert / Jazz & Blues,2023-12-10,17:00,19:00,7200.0,1,773.0
799,1701177013-603,Unterwegs mit dem Trio d'Accordo,"drei musiker mit vier instrumenten sind mit entdeckungsfreude und neugier seit über dreissig jahren miteinander unterwegs.  unterwegs mit dem trio d’accordo werden scheinbare grenzen spielend überschritten. spanische werke treffen auf tangos von astor piazzolla, die musik der fahrenden und der klezmorim erzählt von sorgen und freuden des alltags und lädt immer wieder zum innerlichen mittanzen ein.  ursula koelner, violine, gabriela meier, gitarre und akkordeon,  ronald dangel, kontrabass     kleiner saal der rudolf steiner schule zürcher oberland, wetzikon  geeignet für alle musikfreunde  dauer: ca. 70 minuten  kasse: ab 16.00 uhr",35.0,"Rudolf Steiner Schule Zürcher Oberland | Kleiner Saal, Usterstrasse 141, Wetzikon, CH",Konzert / World & Ethno,2023-12-10,17:00,18:15,4500.0,1,638.0
