web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1701176355-361","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Winterstadl 23 Stubete Gäng
									Samstag, 16. Dezember, 19:00
								Aula Gringel Appenzell, Appenzell (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/winterstadl-23-stubete-gaeng-7012765453232511811.html","Winterstadl 23 Stubete Gäng","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","Türöffnung 19 Uhr 
Beginn 20 Uhr","CHF 35.00","Aula Gringel Appenzell, Unterrainstrasse 7, Appenzell, CH","Konzert / Weitere Musikrichtungen","19:00 Uhr"
"1701176357-362","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				X-MAS BLUES NIGHT BURGDORF , ANDY EGERT BLUES BAND (CH/USA)
									Samstag, 16. Dezember, 19:00
								Stadthauskeller Burgdorf, Burgdorf (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/x-mas-blues-night-burgdorf-andy-egert-blues-band-ch-usa-7094722321152205951.html","X-MAS BLUES NIGHT BURGDORF , ANDY EGERT BLUES BAND (CH/USA)","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","ANDY EGERT BLUES BAND (CH/USA)
 Andy Egert (CH) Voice, Guitars, Mundharmonika
 Marc Ray Oxendine(USA) Bass
 Tosho Yakkatokuo (CH) Drums (u.A. Philipp Fankhauser Band)
 
 Nach gut 20 Jahren kehrt die Blues Legende Andy Egert endlich wieder ins Emmental zurück. Mir einem exklusiven
 Konzert im Stadthauskeller in Burgdorf.
 
 Die Gäste erwartet ein einzigartiges Blues Konzert mit internationalen Top Musiker (CH/USA) und eine schöne „heimelige“ Atmosphäre im Gewölbekeller vom Stadthaus Burgdorf. 
Türe & Barbetrieb ab 19:00 Konzert 20:00
  
 Ein feines Apéro im Stadthaus gibt es von 18:00 – 19:00
 Süppchen aus der Tasse
 Röstitaler mit Loch Fyne Rauchlachs
 Kartoffelsalat mit Wienerli
 Burgdorfer Bier, feine Weine, Mineral
  Special! Apéro inkl. Konzert-Ticket Fr. 59.-
 Sitzplätze am Tisch und an der Bar. 
Stehplätze & Stehtische.
 
 Konzert-Tickets ohne Apéro:
 Abendkasse Fr. 35.-
 Vorverkauf Fr. 30.-Türe & Barbetrieb ab 19:00 Konzert 20:00
  
 Ein feines Apéro im Stadthaus gibt es von 18:00 – 19:00
 Süppchen aus der Tasse
 Röstitaler mit Loch Fyne Rauchlachs
 Kartoffelsalat mit Wienerli & Schweinswürstchen 
 Burgdorfer Bier, feine Weine, Mineral
  Special! Apéro inkl. Konzert-Ticket Fr. 59.-
 Sitzplätze am Tisch , an der Bar ...
								
									 mehr anzeigen
								
							
							
																	ANDY EGERT BLUES BAND (CH/USA)
 Andy Egert (CH) Voice, Guitars, Mundharmonika
 Marc Ray Oxendine(USA) Bass
 Tosho Yakkatokuo (CH) Drums (u.A. Philipp Fankhauser Band)
 
 Nach gut 20 Jahren kehrt die Blues Legende Andy Egert endlich wieder ins Emmental zurück. Mir einem exklusiven
 Konzert im Stadthauskeller in Burgdorf.
 
 Die Gäste erwartet ein einzigartiges Blues Konzert mit internationalen Top Musiker (CH/USA) und eine schöne „heimelige“ Atmosphäre im Gewölbekeller vom Stadthaus Burgdorf. 
Türe & Barbetrieb ab 19:00 Konzert 20:00
  
 Ein feines Apéro im Stadthaus gibt es von 18:00 – 19:00
 Süppchen aus der Tasse
 Röstitaler mit Loch Fyne Rauchlachs
 Kartoffelsalat mit Wienerli
 Burgdorfer Bier, feine Weine, Mineral
  Special! Apéro inkl. Konzert-Ticket Fr. 59.-
 Sitzplätze am Tisch und an der Bar. 
Stehplätze & Stehtische.
 
 Konzert-Tickets ohne Apéro:
 Abendkasse Fr. 35.-
 Vorverkauf Fr. 30.-Türe & Barbetrieb ab 19:00 Konzert 20:00
  
 Ein feines Apéro im Stadthaus gibt es von 18:00 – 19:00
 Süppchen aus der Tasse
 Röstitaler mit Loch Fyne Rauchlachs
 Kartoffelsalat mit Wienerli & Schweinswürstchen 
 Burgdorfer Bier, feine Weine, Mineral
  Special! Apéro inkl. Konzert-Ticket Fr. 59.-
 Sitzplätze am Tisch , an der Bar und Stehtische 
 
 Konzert-Tickets ohne Apéro:
 Abendkasse Fr. 35.-
 Vorverkauf Fr. 30.- 
  
Andy Egert Blues Band (CH/USA)
 Seit mehr als drei Jahrzehnten hat sich Andy Egert als einer der „hardest working men“ der Schweizer Bluesszene etabliert.
 Ob elektrisch verstärkt mit seiner Andy Egert Blues Band die Welt des Texas/Chicago/British-Blues auslotend, oder nur mit seiner akustischen Gitarre den Delta-Blues singend – kaum einer ist in der Schweiz mehr „on the Road“ als Andy Egert. Konzertreisen durch mehrere europäische Länder sowie Amerika, Tourneen mit dem legendären Sänger und Bassisten Bob Stroger aus Chicago sowie mit Robert Lucas und Dallas Hodge (beide von Canned Heat), Gastauftritte mit Dr. Feelgood, Canned Heat, Stan Webb, Sugar Blue, Eroll Dixon, Charlie Musselwhite u.v.m, zeigen die Stellung, welche der ehemalige Strassenmusiker aus der Südostschweiz mittlerweile in der Internationalen Blues Community geniesst.
 Seit 1990 hat der leidenschaftliche Musiker sieben überzeugende Alben veröffentlicht, auf welchen er als brillanter Interpret bekannter Bluesnummern sowie von Eigenkompositionen glänzt. 2010 wurde ihm am Blues Festival Basel der begehrte  „Swiss Blues Award“ verliehen.
									
										 weniger anzeigen","CHF 30.00","Stadthauskeller Burgdorf, Kirchbühl 2, Burgdorf, CH","Konzert / Jazz & Blues","19:00 Uhr
									
																			- 
										00:30 Uhr"
"1701176359-363","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Händel: Utrechter Te Deum und Jubilate, ""Zadok the Priest""
									Samstag, 16. Dezember, 19:00
								Johanneskirche Trimbach, Trimbach (CH)","https://eventfrog.ch/de/p/konzert/kirchenmusik/haendel-utrechter-te-deum-und-jubilate-zadok-the-priest-7101550999630721498.html","Händel: Utrechter Te Deum und Jubilate, ""Zadok the Priest""","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","""Utrechter Te Deum und Jubilate"" sind zwei geistliche Chorwerke von Georg Friedrich Händel, die ersten Auftragskompositionen des englischen Königshauses an den Komponisten. Händels Arbeit daran begann, während die Friedensverhandlungen zum Ende des Spanischen Erbfolgekrieges noch im Gange waren, und seine Komposition war bereits fertig, als die ""Utrechter Vereinbarungen"" noch besiegelt werden mussten. Die Erstaufführung am 13. Juli 1713 war ein voller Erfolg und wichtiger Meilenstein zu Beginn von Händels Londoner Karriere. Dieses Werk half ihm, sich als Komponist repräsentativer Musik für das englische Königshaus zu etablieren. Das Coronation Anthem ""Zadok the Priest"", das zusätzlich am Konzert ertönt, ist sehr geläufig. Das Thema wurde sogar in den UEFA-Champions-League-Hymne verarbeitet und ist somit vielen Menschen (auch ausserhalb der Liebhaber klassischer Musik) bekannt. 
Georg Friedrich Händel (1685-1759) 
Utrecht Te Deum (Te Deum zur Feier des Friedens von Utrecht), HWV 278 
Utrecht Jubilate (Jubilate zur Feier des Friedens von Utrecht), HWV 279 
Coronation Anthem: ""Zadok the Priest"", HWV 258 
Ankunft der Königin von Saba und Nachtigallenchor aus Salomon, HWV 67 
Carillon-Chor aus Saul, HWV 53 
Besetzung 
Tobias Knaus, Altus 
Markus Barth, Tenor 
Ismail Arroniz, ...
								
									 mehr anzeigen
								
							
							
																	 ""Utrechter Te Deum und Jubilate"" sind zwei geistliche Chorwerke von Georg Friedrich Händel, die ersten Auftragskompositionen des englischen Königshauses an den Komponisten. Händels Arbeit daran begann, während die Friedensverhandlungen zum Ende des Spanischen Erbfolgekrieges noch im Gange waren, und seine Komposition war bereits fertig, als die ""Utrechter Vereinbarungen"" noch besiegelt werden mussten. Die Erstaufführung am 13. Juli 1713 war ein voller Erfolg und wichtiger Meilenstein zu Beginn von Händels Londoner Karriere. Dieses Werk half ihm, sich als Komponist repräsentativer Musik für das englische Königshaus zu etablieren. Das Coronation Anthem ""Zadok the Priest"", das zusätzlich am Konzert ertönt, ist sehr geläufig. Das Thema wurde sogar in den UEFA-Champions-League-Hymne verarbeitet und ist somit vielen Menschen (auch ausserhalb der Liebhaber klassischer Musik) bekannt. 
Georg Friedrich Händel (1685-1759) 
Utrecht Te Deum (Te Deum zur Feier des Friedens von Utrecht), HWV 278 
Utrecht Jubilate (Jubilate zur Feier des Friedens von Utrecht), HWV 279 
Coronation Anthem: ""Zadok the Priest"", HWV 258 
Ankunft der Königin von Saba und Nachtigallenchor aus Salomon, HWV 67 
Carillon-Chor aus Saul, HWV 53 
Besetzung 
Tobias Knaus, Altus 
Markus Barth, Tenor 
Ismail Arroniz, Bass 
Martina Bondt, Sopran 
Barbara Imholz, Sopran 
Barockorchester Grenzklang 
Mojca Gal, Konzertmeisterin 
Solothurner Vokalisten 
Patrick Oetterli, Leitung
									
										 weniger anzeigen","","Johanneskirche Trimbach, Chäppeligass 39, Trimbach, CH","Konzert / Kirchenmusik","19:00 Uhr
									
																			- 
										21:00 Uhr"
"1701176361-364","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				X-MAS BASH 2023 ... DAS SOLOTHURNER WEIHNACHTS-FESTIVAL
									Samstag, 16. Dezember, 19:00
								RESTAURANT CHUTZ, Solothurn (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/x-mas-bash-2023-das-solothurner-weihnachts-festival-7119476724325094180.html","X-MAS BASH 2023 ... DAS SOLOTHURNER WEIHNACHTS-FESTIVAL","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","X-MAS BASH 2023 
DIE LEGENDÄRE SOLOTHURNER WEIHNACHTS SAUSE MIT VIEL COOLER MUSIK: "" X-MAS BASH "" FINDET SEIT JAHREN IM RESTAURANT CHUTZ IN SOLOTHURN STATT. AM 16. DEZEMBER 2023 AB 20 UHR SPIELEN FÜR EUCH: OCEAN ROOM | ROLAND PANCROC & DIE DACHTERRASSENSIEDLUNG | OVERDRIVE MEETS SPACE | SHORTCUT 2 INFINTITY VOM INDIE POP ÜBER ROCK BIS HIN ZUM METAL. TÜR & KASSE 19 h | SHOW: 20-00 h | TICKETS: 20.- (KASSE) AUF EVENTFROG 15.-","CHF 15.00","RESTAURANT CHUTZ, Landhausquai 3, Solothurn, CH","Konzert / Pop & Rock","19:00 Uhr
									
																			- 
										23:59 Uhr"
"1701176363-365","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Green System
									Samstag, 16. Dezember, 19:00
								Dä 3.Stock, Kultur hoch 3, Herisau (CH)","https://eventfrog.ch/de/p/konzert/reggae-ska/green-system-7125883551744983410.html","Green System","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","Freut euch auf eine komplett gefüllte Bühne mit 10 Künstler aus Genf! 
Green System ist eine Reggae-Band aus Genf, eine Geschichte der Freundschaft zwischen leidenschaftlichen Musikern und eine fast 25-jährige Liebesgeschichte zur jamaikanischen Musik. 
Die Gruppe bereist die Schweiz und die umliegenden Szenen, indem sie ihre positive Energie teilt. Seit ihrer Gründung im Jahr 1998 hat The Green System drei Alben und mehrere Singles produziert. 
Das neueste Album „OUTLINES“ stellt den Höhepunkt dieser langjährigen Erfahrung dar, insbesondere durch die Zusammenarbeit mit internationalen Künstlern wie Luciano und Ken Boothe. 
Im Jahr 2022 nahm die Band an mehreren großen Festivals in Genf teil (Plein-les-Watts, Octopode, Rock d'Arare). Die Jahre vergehen, aber die Motivation bleibt und das Publikum ist immer da. 
https://www.greensystem.ch/ 
Türöffnung: 19:00
 Konzertbeginn:  ~21:00 
Abendkasse: 22.-- CHF","CHF 20.00","Dä 3.Stock, Kultur hoch 3, Industriestrasse 28, Herisau, CH","Konzert / Reggae & Ska","19:00 Uhr
									
																			- 
										02:00 Uhr"
"1701176365-366","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Sounds of Gospel
									Samstag, 16. Dezember, 19:00
								Stadtkirche Mellingen, Mellingen (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/sounds-of-gospel-7128393048711463399.html","Sounds of Gospel","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","Unter der Leitung von Dirigent Roberto Caranci tourt der Chor dieses Jahr wieder im und um den Kanton Aargau. An insgesamt 8 Konzerten werden die Sängerinnen und Sänger das diesjährige Programm ""Sounds of Gospel"" zum Besten geben. Begleitet wird der Chor durch die dreiköpfige Profiband, die sich aus Shanky Wyser am Piano, Oliver Keller am Bass und Martin Dürrenmatt an den Drums zusammensetzt. Das Programm verspricht einen bunten Mix aus Gospels und Traditionals, bestimmt wird auch der eine oder andere Weihnachtssong erklingen – sich überraschen lassen, einen musikalischen Abend geniessen und sich auf die Weihnachtszeit einstimmen. Tickets sind an der Abendkasse erhältlich, kein Vorverkauf.","","Stadtkirche Mellingen, Kleine Kirchgasse 11, Mellingen, CH","Konzert / World & Ethno","19:00 Uhr
									
																			- 
										20:30 Uhr"
"1701176371-367","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Green System
									Samstag, 16. Dezember, 19:00
								Dä 3.Stock, Herisau (CH)","https://eventfrog.ch/de/p/konzert/green-system-7130332246183996558.html","Green System","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","Green System

<br> 

<br> Green System ist eine Reggae-Band aus Genf, eine Geschichte der Freundschaft zwischen leidenschaftlichen Musikern und eine fast 25-jährige Liebesgeschichte zur jamaikanischen Musik.

<br> 

<br> Die Gruppe bereist die Schweiz und die umliegenden Szenen, indem sie ihre positive Energie teilt. Seit ihrer Gründung im Jahr 1998 hat The Green System drei Alben und mehrere Singles produziert.

<br> 

<br> Das neueste Album ""OUTLINES"" stellt den Höhepunkt dieser langjährigen Erfahrung dar, insbesondere durch die Zusammenarbeit mit internationalen Künstlern wie Luciano und Ken Boothe.

<br> 

<br> Im Jahr 2022 nahm die Band an mehreren großen Festivals in Genf teil (Plein-les-Watts, Octopode, Rock d'Arare). Die Jahre vergehen, aber die Motivation bleibt und das Publikum ist immer da.

<br> 

<br> Vorverkauf unter: Eventfrog oder bei Der Post & an allen SOB-Schaltern

<br> 

<br> Vorverkauf: 20.-- CHF

<br> Abendkasse: 22.-- CHF

<br> 

<br> https://www.greensystem.ch/

<br> 

<br> Türöffnung: 19:00

<br> Konzertbeginn: ~21:00

<br> 

<br> mit Pre- & Aftershowparty","","Dä 3.Stock, Industriestrasse, 28, Herisau, CH","Konzert","19:00 Uhr"
"1701176372-368","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Konzert im Advent
									Samstag, 16. Dezember, 19:00
								Kirchenzentrum Nussbaumen, Nussbaumen (CH)","https://eventfrog.ch/de/p/konzert/chor/konzert-im-advent-7133510916067288420.html","Konzert im Advent","","Samstag, 16. Dezember, 19:00","Sa., 16. Dezember 2023","Konzert im Advent
Männerchor Leibstadt mit ad hoc Frauenchor","","Kirchenzentrum Nussbaumen, Oberdorfstrasse 7, Nussbaumen, CH","Konzert / Chor","19:00 Uhr
									
																			- 
										20:15 Uhr"
"1701176374-369","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Ausverkauft
							
					
		

						
				Dez
				16
			
			
			
				Benefizkonzert Swiss Gospel Singers mit Chris de Burgh
									Samstag, 16. Dezember, 18:30
								Ref. Kirche Küsnacht, Küsnacht (CH)","https://eventfrog.ch/de/p/konzert/gospel/benefizkonzert-swiss-gospel-singers-mit-chris-de-burgh-7113133021591441230.html","Benefizkonzert Swiss Gospel Singers mit Chris de Burgh","","Samstag, 16. Dezember, 18:30","Sa., 16. Dezember 2023","Der irische Weltstar Chris de Burgh füllte im Frühling vor einem Jahr die reformierte Kirche in Küsnacht gleich zweimal bis auf den letzten Platz. Er gab damals ein Benefizkonzert für die kriegsgeplagte Ukraine. Nun eineinhalb Jahre später, ist immer noch Krieg und der gutherzige Barde sammelt wieder Geld. Auf Wunsch von Chris de Burgh ist der gesamte Erlös des Konzerts für den Sonnenhof Küsnacht – Unterkunft für geflüchtete Kinder mit schweren Krankheiten aus der Ukraine bestimmt. 
Chris de Burgh hat mit den Swiss Gospel Singers die Weihnachts-CD «Believe in Christmas» aufgenommen und gibt am 16. Dezember ein Gastspiel in der reformierten Kirche Küsnacht.","CHF 0.00","Ref. Kirche Küsnacht, Untere Heslibachstrasse 4, Küsnacht, CH","Konzert / Gospel","18:30 Uhr"
"1701176376-370","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Christmas Night mit Ben Berg
									Samstag, 16. Dezember, 18:30
								Hotel Simplon, Frutigen (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/christmas-night-mit-ben-berg-7128194974823170768.html","Christmas Night mit Ben Berg","","Samstag, 16. Dezember, 18:30","Sa., 16. Dezember 2023","Ben Berg, der im Berner Oberland wohnhafte Walliser Sänger und Entertainer lädt zu einem weihnachtlichen Konzert ein. Eine (Weihnachts-)Reise durch verschiedene musikalische Sparten wie Schlager, Mundart, Country Rock etc. wartet auf die Gäste. Bevor das Konzert beginnt, können sich hungrige Gäste von der feinen Küche des Hotels Simplon in Frutigen verwöhnen lassen.","","Hotel Simplon, Kanderstegstrasse 25, Frutigen, CH","Konzert / World & Ethno","18:30 Uhr
									
																			- 
										01:00 Uhr"
"1701176378-371","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Eventgruppe
				
					
		

							
					Dez - Dez
					16 - 17
				
			
			
				André Rieu's White Christmas
									2 Events
								Verkehrshaus, Luzern (CH)","https://eventfrog.ch/de/p/gruppen/andre-rieu-s-white-christmas-7133013663863005841.html","André Rieu's White Christmas","Eventgruppe","2 Events","Sa., 16. Dezember 2023 -
So., 17. Dezember 2023","Weihnachten ist für viele die schönste Zeit des Jahres. Dieses Jahr geht es schon früh los mit André Rieus Kino-Special White Christmas - ein Fest, das man nie vergessen wird. Das musikalische Spektakel in Delayed-Live (Übertragung von Liveaufnahmen) erleben. Vom ersten Glockenläuten an taucht das Publikum in die unvergleichliche Weihnachtsstimmung von Andrés Winterwunderland ein. Es bewundert den prächtig dekorierten Weihnachtspalast mit Schnee, zwei Eisbahnen, wunderschönen Winterszenen, romantischer Beleuchtung, rotem Teppich, unzähligen Lichtern, 150 wunderschönen Kronleuchtern und über 50 venezianischen Kandelabern. Den Geist der Jahreszeit geniessen, während man zu zeitlosen Weihnachtsliedern, romantischen Walzern und wunderschönen Liedern aus aller Welt singt und tanzt - Jingle Bells, Ave Maria, Oh Holy Night, Hallelujah, Sleigh Ride und viele mehr! Das Kinopublikum genießt außerdem exklusiven Zugang hinter die Kulissen, wenn Kinomoderatorin Charlotte Hawkins mit André über die Erschaffung seines musikalischen Winterwunderlandes spricht. Es ist ein perfektes vorgezogenes Weihnachtsgeschenk für André-Fans!","","","","Beginn:
																	
										18:30 Uhr"
"1701176380-372","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Wenige Tickets
							
					
		

						
				Dez
				16
			
			
			
				Genderbüebu live in Burgdorf
									Samstag, 16. Dezember, 18:00
								Markthalle Burgdorf, Burgdorf (CH)","https://eventfrog.ch/de/p/konzert/schlager-volksmusik/genderbueebu-live-in-burgdorf-7085900418769711647.html","Genderbüebu live in Burgdorf","","Samstag, 16. Dezember, 18:00","Sa., 16. Dezember 2023","Das bekannteste Schwyzerörgeliquartett geht auf Schweizer Tour!
 Im Rahmen der ""Geit de scho..."" Tour machen die Genderbüebu auch Halt in Burgdorf und feiern dort ein richtiges ""Walliserfäscht"" mit dir! 
Türöffnung: 18 Uhr 
Konzert der Nachwuchsgruppe ""ST Ämmitaler-Meitli"": 19.00 Uhr
 Ländlerkonzert mit den ""Ländlergiele Hubustei"": 20.00 Uhr
 Konzert mit den  ""Genderbüebu"": 21.15 Uhr
 Nach dem Konzert Afterparty mit DJ Tom-S. 
Neben toller Musik und einem Chaletdorf erwartet dich auch ein reichhaltiges Angebot an Speisen und Getränken aus dem Wallis. 
Geniesse unter anderem auch verschiedene Walliser Spezialitäten, wie Genderbüebu-Bratwurst, die eigens für die Tour produziert wurden! 

 Das Konzert hat neben Stehplätzen auch eine beschränkte Anzahl Sitzplätze. Diese sind unnummeriert und können nicht reserviert werden.","CHF 39.00","Markthalle Burgdorf, Sägegasse 19, Burgdorf, CH","Konzert / Schlager & Volksmusik","18:00 Uhr
									
																			- 
										02:00 Uhr"
"1701176382-373","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Jauchzet, frohlocket!
									Samstag, 16. Dezember, 18:00
								Andreaskirche, Gossau (CH)","https://eventfrog.ch/de/p/konzert/chor/jauchzet-frohlocket-7132703559104017940.html","Jauchzet, frohlocket!","","Samstag, 16. Dezember, 18:00","Sa., 16. Dezember 2023","Jauchzet, frohlocket! Für viele beginnt Weihnachten mit diesen Worten und Tönen von Johann Sebastian Bach. Jede der insgesamt 6 Kantaten hat Bach für einen Tag in der Weihnachtszeit bestimmt, vom ersten Weihnachtsfeiertag bis zum Epiphanienfest. Die bekannten Worte aus dem Lukasevangelium, die vom Tenor als Evangelisten gesungen werden, werden von Chorälen (teils bekannten von Martin Luther), Chören und Arien umrahmt. Höhepunkte der ersten 3 Kantaten sind neben ""Jauchzet, frohlocket!"" die Hirtenmusik zu Beginn der 2. Kantate, ""Schlafe mein Liebster"" (Alt-Arie) oder ""Grosser Herr und starker König"", eine kräftige Bass-Arie. Keine anderer Komponist hat es geschafft, die Weihnachtsgeschichte derartig plastisch und berührend in Musik zu packen. 
Johann Sebastian Bach, Weihnachtsoratorium, Kantaten I - III 
Chor und Barockorchester des CMO
 Noémie Busquet, Sopran,
 Birgit Schmickler, Alt,
 Nik Kevin Koch, Tenor,
 Thomas Jesatko, Bass,
 Eckart Manke, Leitung","","Andreaskirche, Herisauerstrasse 5, Gossau, CH","Konzert / Chor","18:00 Uhr
									
																			- 
										19:30 Uhr"
"1701176384-374","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				WEIHNACHTSGALA DER KÄMPFEN CHÖRE
									Samstag, 16. Dezember, 18:00
								Kollegiumskirche, Brig (CH)","https://eventfrog.ch/de/p/konzert/chor/weihnachtsgala-der-kaempfen-choere-7133445487038807555.html","WEIHNACHTSGALA DER KÄMPFEN CHÖRE","","Samstag, 16. Dezember, 18:00","Sa., 16. Dezember 2023","DIE GROSSE WEIHNACHTSGALA DER KÄMPFEN-CHÖRE 
Anlässlich seines 70. Geburtstags präsentiert Hansruedi Kämpfen ein stimmungsvolles Weihnachtsprogramm mit seinen fünf Chören. (Oberwalliser Vokalensemble, Oberwalliser Lehrerchor, Männerchor Brig, Gemischter Chor Grächen, Singschule Oberwallis) 
Klassische Weihnachtsmusik von Händel, Mozart und Mendelssohn verschmilzt harmonisch mit einer Auswahl bekannter und unbekannter Weihnachtslieder. Solisten und ein Instrumentalensemble zusammen mit den fünf Chören versprechen eine festliche Weihnachtsstimmung, die die Herzen der Zuhörer in Bann zieht.","","Kollegiumskirche, Kollegiumsplatz, Brig, CH","Konzert / Chor","18:00 Uhr
									
																			- 
										19:45 Uhr"
"1701176386-375","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				""There is a light""
									Samstag, 16. Dezember, 17:00
								Neue Kirche Witikon, Zürich (CH)","https://eventfrog.ch/de/p/konzert/chor/there-is-a-light-7116857499035096060.html","""There is a light""","","Samstag, 16. Dezember, 17:00","Sa., 16. Dezember 2023","Während der Adventszeit führt WitiTon das Gospeloratorium „There is a light“ von Lorenz Maierhofer in der neuen reformierten Kirche in Witikon auf.  
Lass auch du dich von Gospeln mit Motiven aus der Weihnachtsgeschichte sowie besinnlichen Texten entführen und geniess einen ruhigen, besinnlichen Abend in der Vorweihnachtszeit.","CHF 15.00","Neue Kirche Witikon, Witikonerstrasse 290, Zürich, CH","Konzert / Chor","17:00 Uhr
									
																			- 
										18:00 Uhr"
"1701176389-376","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Ausverkauft
							
							
					Eventgruppe
				
					
		

							
					Dez - Dez
					16 - 17
				
			
			
				SYMPHONIC CHRISTMAS
									3 Events
								Saal GFC Steffisburg, Steffisburg (CH)","https://eventfrog.ch/de/p/gruppen/symphonic-christmas-6854798180883061444.html","SYMPHONIC CHRISTMAS","Eventgruppe","3 Events","Sa., 16. Dezember 2023 -
So., 17. Dezember 2023","SING MIT-SYMPHONIC CHRISTMAS!

Mit SYMPHONIC CHRISTMAS kommt die beliebte Konzertreihe zurück auf die Bühne. Das Symphonieorchester von ensemble animato mit grossem Chor verschmilzt musikalisch mit dem mitsingenden Publikum.

In den Strassen unserer Städte und Dörfer glitzern wieder die Weihnachtslichter – Der Moment, zusammen mit ensemble animato Weihnachten einzigartig erklingen zu lassen und inspiriert zu werden. Freuen Sie sich auf stimmungsvolle und mitreissende symphonische Songs. Stimmen Sie mit dem grossen Konzertensemble von Animato in festliche und besinnliche Weihnachtslieder ein.

Erleben Sie das einzigartige Konzertevent, in dem das Konzertensemble mit den Gästen in einem spontanen, gewaltigen und mitreissenden Gesang erklingt! Nebst Traditionellem bietet das Konzertprogramm auch neue Musik zum Entdecken und Geniessen. Verpassen Sie dieses vielfältige Konzert nicht und reservieren Sie jetzt Ihre Gratis-Tickets.

Wir freuen uns auf Sie!

 

Achtung: Beziehen Sie bitte nur die Anzahl Tickets, die Sie auch wirklich benötigen. Sollten Sie das Konzert nicht besuchen können, melden Sie sich sofort, damit Ihr Ticket freigegeben werden kann - Danke!

Kinder, die dem gesamten Konzert ruhig folgen können, sind herzlich willkommen.

Bei Fragen: ticket@animato.ch oder +41 76 240 82 40.

Eintritt mit Gratisticket! Bei Konzertende wird eine Kollekte durchgeführt.","","","","Beginn:
																	Verschiedene Uhrzeiten"
