web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1699957143-132","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				V mit Nora En Pure
									Samstag, 23. Dezember, 23:00
								Viertel Klub, Basel (CH)","https://eventfrog.ch/de/p/party/electro/v-mit-nora-en-pure-7128069728140997568.html","V mit Nora En Pure","","Samstag, 23. Dezember, 23:00","Sa., 23. Dezember 2023","Zum dritten Mal seit ihrer Premiere 2022 beehrt Nora En Pure den Viertel _Klub. Die Schweizerin ist die Deep-House- und Indie-Dance-Musiksensation, die mit ihrer wunderschönen Mischung aus elektronischen Beats die Klangwelt aufwirbelt. Jeder Track, den sie in die Finger bekommt, wird zu Gold und jede Show, die sie gibt, lässt ein verzaubertes Publikum zurück. In jungen Jahren nach Zürich gezogen, sehnte sich die junge Künstlerin danach, ihre südafrikanischen Wurzeln wiederzufinden. 2009 begann ihre musikalische Karriere mit der Veröffentlichung ihrer ersten Tracks über die Labels Enormous Tunes und Tonkenish. Mit ihrem Titel ""Come With Me"" katapultierte sie sich 2013 ins Rampenlicht und in die Line-Ups der weltweit grössten Festivals wie Coachella, Ultra und Burning Man. Seither gehört sie zu den erfolgreichsten, helvetischen Acts des Planeten.","","Viertel Klub, Münchensteinerstrasse 81, Basel, CH","Party / Electro","23:00 Uhr"
"1699957145-133","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				R Label Group - 10 Years
									Samstag, 23. Dezember, 23:00
								Nordstern, Basel (CH)","https://eventfrog.ch/de/p/party/electro/r-label-group-10-years-7128309836664506880.html","R Label Group - 10 Years","","Samstag, 23. Dezember, 23:00","Sa., 23. Dezember 2023","","","Nordstern, Westquaistrasse 19, Basel, CH","Party / Electro","23:00 Uhr"
"1699957147-134","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Hit Party – X-Mas Special
									Samstag, 23. Dezember, 23:00
								Bierhübeli, Bern (CH)","https://eventfrog.ch/de/p/party/hit-party-x-mas-special-7128400646135330802.html","Hit Party – X-Mas Special","","Samstag, 23. Dezember, 23:00","Sa., 23. Dezember 2023","Hier werden Songs gefeiert, die alle kennen. Diese Songs haben die Hitlisten unserer Charts geprägt und sich in unsere Ohren gebrannt: Lady Gaga heizt ein mit „Poker Face“, Die Toten Hosen feuern ihre mitgröl-Nummer „Tage wie diese“ ab und die Tanzmonster von LMFAO bringen mit „Party Rock Anthem“ die Stimmung vollends zum Explodieren. Die Party schmeissen die beiden Berner Radiomoderatoren Nik Thomi und Michael Reusser.","","Bierhübeli, Neubrückstrasse 43, Bern, CH","Party","23:00 Uhr"
"1699957149-135","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Darkside
									Samstag, 23. Dezember, 23:00
								Dachstock, Reitschule, Bern (CH)","https://eventfrog.ch/de/p/party/electro/darkside-7129753148801881280.html","Darkside","","Samstag, 23. Dezember, 23:00","Sa., 23. Dezember 2023","DJs Optical, MC Rymetyme, Joey Sasa, Deejaymf","","Dachstock, Reitschule, Neubrückstrasse 8, Bern, CH","Party / Electro","23:00 Uhr"
"1699957151-136","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Hexagon Soundbude X-Mas Special
									Samstag, 23. Dezember, 23:00
								Cafete, Bern (CH)","https://eventfrog.ch/de/p/party/electro/hexagon-soundbude-x-mas-special-7129828677575987259.html","Hexagon Soundbude X-Mas Special","","Samstag, 23. Dezember, 23:00","Sa., 23. Dezember 2023","Hexagon in den Weihnachtstagen ist fast schon so traditionell wie Tannenbaum und Läbchueche. Für dieses Special reist die Crew des Thuner Labels «Soundbude» ins Kafi nach Bern an und bringt Geschenke mit: Gleich 4 DJs des Kollektivs stehen auf dem Fahrplan. Mit einer Sound-Spanne von hypnotischem Techno über Hardgroove bis hin zu Hardtrance und schnellerem ist für alle Liebhaber:innen der elektronischen Tanzmusik etwas dabei.","","Cafete, Neubrückstrasse 8, Bern, CH","Party / Electro","23:00 Uhr"
"1699957154-137","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Nox
									Samstag, 23. Dezember, 23:00
								Le Ciel, Bern (CH)","https://eventfrog.ch/de/p/party/nox-7129828686505660486.html","Nox","","Samstag, 23. Dezember, 23:00","Sa., 23. Dezember 2023","","","Le Ciel, Bollwerk 31, Bern, CH","Party","23:00 Uhr"
"1699957156-138","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				Love Is Christmas
									Samstag, 23. Dezember, 22:30
								Kesselhaus, Winterthur (CH)","https://eventfrog.ch/de/p/party/house-techno/love-is-christmas-7117154130859084187.html","Love Is Christmas","","Samstag, 23. Dezember, 22:30","Sa., 23. Dezember 2023","Lust auf eine Abwechslung mit deinen Liebsten, passend zur Weihnachtszeit? Ihr seit alle schon vereint, bevor die Familienfeier beginnt? Der ecklusive Club über die Dächer Winterthurs, lässt dich fasszinieren, die Stimmung ist zum mitreissen, nur noch du fehlst auf der Tanzfläche! Ob queer oder straight, unsere Türen stehen für alle offen. Du kannst selber entscheiden, als was du dich gerne erkennbar machen willst. Dir stehen unsere Neonsticks mit farblichen Bedeutung frei zur Verfügung. Der perfekte Ort, um der Liebe oder einem Kennenlernen eine Chance zu geben. Trage etwas passend zum Motto und erhalte einen Kiss or Shot Gutschein. Erfahre auf unserer Webseite mehr dazu, was du damit machen kannst: www.loveisfree.ch","CHF 20.00","Kesselhaus, Zürcherstrasse 1, Winterthur, CH","Party / House & Techno","22:30 Uhr
									
																			- 
										03:30 Uhr"
"1699957158-139","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				HARDCORE'S ANGELS
									Samstag, 23. Dezember, 22:00
								Borderline, Basel (CH)","https://eventfrog.ch/de/p/party/electro/hardcore-s-angels-7101929110495005866.html","HARDCORE'S ANGELS","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","HARDCORE'S ANGELS @ BORDERLINE 

 Am 23. Dezember 2023 starten wir mit Hardcore’s Angels eine fulminante Serie für die harten Beats im Borderline Basel. Angeführt von Superstar Korsakoff, Hysta, Namara und Juliëx (welche zu gleich ihre erste Schweizer Show spielt) stehen in dieser Nacht nur die Engel des Hardcores an den Mainfloor Decks. Abgerundet wird das ganze mit einem Bad Boy Floor mit Schweizer Szene Grössen. 
Hardcore’s Angels 
Korsakoff 
Juliëx 
Hysta 
Namara 
Miss Jay-Kill 
Pixie Pitch 
  
Bad Boy Floor 
Audiomaniacs 
Core Kracker 
Skullfuck 
HardcoreHead 
Raptorz 
Little Buddha 

 ❖ ❖ ❖ LOCATION ❖ ❖ ❖
 Club Borderline
 Hagenaustrasse 29
 CH-4056 Basel","CHF 29.00","Borderline, Hagenaustrasse 29, Basel, CH","Party / Electro","22:00 Uhr
									
																			- 
										06:00 Uhr"
"1699957160-140","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				2000er
									Samstag, 23. Dezember, 22:00
								New Goggeien Club, Flums (CH)","https://eventfrog.ch/de/p/party/00-s/2000er-7109218487281585959.html","2000er","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","New Goggeien Club Präsentiert 2000er Party! - Ab 16 Jahren - Abendkasse 5.- - DJ Fly-D -  Shuttlebus verfügbar","CHF 2.50","New Goggeien Club, Bergstrasse 3370, Flums, CH","Party / 00's","22:00 Uhr
									
																			- 
										03:00 Uhr"
"1699957163-141","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				Traumtanz
									Samstag, 23. Dezember, 22:00
								Stellwerk, Bern (CH)","https://eventfrog.ch/de/p/party/house-techno/traumtanz-7109796612101084605.html","Traumtanz","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023 -
											So., 24. Dezember 2023","Tanz der Träume - Special X-Mas Party    
Die Legende kehrt für einen exklusiven Event zurück. 
Müssen wir da eigentlich überhaupt noch mehr erwähnen? Wir denken zum Namen und der Geschichte nicht, zur aktuellen Lage aber sicher schon....
 Nach unserer letzten grandiosen Party vor Silvester 2019 waren wir überwältigt und wussten, dass wir das gerne einmal im Jahr mit euch feiern möchten. Einige Turbulenzen liessen unseren Motor fast 4 Jahre im Standby laufen, obwohl da schon einiges geplant war. 2022 hätte es dann gut ausgesehen, jedoch war ein wichtiges Kriterium für uns damals nicht erfüllt. 
Dafür kommen wir jetzt doppelt vollgas und mit einer brandneuen Location für diesen exklusiven Traumtanz. 
Wir sind riesig froh, mit dem Stellwerk in Bern City (Bahnhof Parkterrasse) eine neue Location gefunden zu haben! Die Lage, die Grösse, die neue Technik, die Crew - alles von A-Z passt dort. Mit einer Dancefloorgrösse für 600 Personen plus Chillräumen und Aussenterrasse ist das Stellwerk ideal für den nächsten Traumtanz. Einigen von euch sind die Räume vom Stellwerk sicher noch von früher bestens bekannt (Guayas, Mad Wallstreet,....) und jetzt wird dort also wieder richtig gestampft und geravt, ganze 10 Stunden Party nonstop. 
Die ...
								
									 mehr anzeigen
								
							
							
																	Tanz der Träume - Special X-Mas Party    
Die Legende kehrt für einen exklusiven Event zurück. 
Müssen wir da eigentlich überhaupt noch mehr erwähnen? Wir denken zum Namen und der Geschichte nicht, zur aktuellen Lage aber sicher schon....
 Nach unserer letzten grandiosen Party vor Silvester 2019 waren wir überwältigt und wussten, dass wir das gerne einmal im Jahr mit euch feiern möchten. Einige Turbulenzen liessen unseren Motor fast 4 Jahre im Standby laufen, obwohl da schon einiges geplant war. 2022 hätte es dann gut ausgesehen, jedoch war ein wichtiges Kriterium für uns damals nicht erfüllt. 
Dafür kommen wir jetzt doppelt vollgas und mit einer brandneuen Location für diesen exklusiven Traumtanz. 
Wir sind riesig froh, mit dem Stellwerk in Bern City (Bahnhof Parkterrasse) eine neue Location gefunden zu haben! Die Lage, die Grösse, die neue Technik, die Crew - alles von A-Z passt dort. Mit einer Dancefloorgrösse für 600 Personen plus Chillräumen und Aussenterrasse ist das Stellwerk ideal für den nächsten Traumtanz. Einigen von euch sind die Räume vom Stellwerk sicher noch von früher bestens bekannt (Guayas, Mad Wallstreet,....) und jetzt wird dort also wieder richtig gestampft und geravt, ganze 10 Stunden Party nonstop. 
Die perfekte Location und die perfekte Party, am perfektem Datum! 
Wir freuen uns riesig, auf das Wiedersehen mit euch, auf alle fantastischen Musiker*innen, auf die Stimmung und die Emotionen. 
Das aller Beste zum Schluss, unser absoluter lieblings Live-Act aus Rumänien ist auch am Start: ATMA. Weil er so perfekt zum Traumtanz passt und swohl seine brandneuen Tracks wie auch die alten Hits spielen kann, wird sein Set etwas länger als üblich sein - Verzauberung garantiert! 
LINE UP 
♫ Live Acts ♫ 
- ATMA (Dacru Records - Romania / Special 90 min. Set)
 - INNER VOICE (Traumtanz Hymne - BE) 
♫ DJs ♫ 
- SEBASTIAN KOS (Antu Records - BS)
 - MB-FUTURE (Traumtanz / T-Emotion - BE)
 - ASKARI (Vision of Paradise - OW)
 - SIMPLY SIMON & MARK MAIN (Progvision - BE)
 - MONOPHONICS (T-Emotion - BE) 
...:::::: ° Specials ° ::::::... 

 Special Decoration by Timezone
 Light & Videoanimation
 Bar & Garderobe & Chillout & Gartenterrasse
 Abendkasse 30.-
 Ab 18 Jahren (ohne amtlichen Ausweis kein Eintritt) 
 N ҉ A ҉ M ҉ A ҉ S ҉ T ҉ E  
‘°º •.❀ •.  SEE YOU AGAIN  .• ❀.• º°
									
										 weniger anzeigen","CHF 25.00","Stellwerk, Parkterrasse 16, Bern, CH","Party / House & Techno","Beginn:
								
									22:00 Uhr"
"1699957165-142","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				SINGLE PARTY @ SEKTOR 11
									Samstag, 23. Dezember, 22:00
								Sektor 11 2.0, Zürich (CH)","https://eventfrog.ch/de/p/party/charts-open-format/single-party-sektor-11-7115613635582332128.html","SINGLE PARTY @ SEKTOR 11","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","🎅🎄 Achtung, Party-People! 🚀 Am 23. Dezember 2023 wird der Sektor 11 Club zur ultimativen Weihnachtsparty-Zone, und es wird episch – die Single Party Christmas Edition! 🌟❄️ 
🎶 Unsere DJs werden die heißesten Beats droppen, um eure Moves auf die Spitze zu treiben! Partytunes & Charts💃🕺 
🍾 Erwartet eine atemberaubende Winterwunderland-Deko und glitzernde Lichter auf der Tanzfläche! ❄️✨ 
🎉 Diese Single-Party wird eure Erwartungen sprengen! Schmeißt euch in eure festlichen Outfits und lernt neue Leute kennen! 🎄🥂 
🎫 Tickets sind begrenzt, also sichert euch eure Karten für die aufregendste Christmas Edition Party des Jahres! 🎫🎉 
Lasst uns gemeinsam in festlicher Stimmung feiern und das Jahr in Style beenden! 🥳🎅 
  
Wie funktioniert die Single Party? 
Mit unserem 3-Farben-Bändelisystem!
 ROT – Stopp, ich bin vergeben und bin nur da zum feiern
 YELLOW – Find es raus vlt. entscheid ich mich für dich
 GRÜN – Single und ich bin offen für etwas neues 
  
“NO ID – NO ENTRY – AB 16 JAHREN”
 Wir können aus gesetzlichen Gründen nur ID, Pass, Ausländerausweis & Führerausweis akzeptieren. Keine Kopien und auch nicht als Bild auf dem Handy! Unsere Partys sind für Jugendliche von 16 Jahren bis maximal 25 Jahre. Der Einlass für ältere Personen wird verweigert.","CHF 30.00","Sektor 11 2.0, Siewerdtstrasse 71, Zürich, CH","Party / Charts & Open Format","22:00 Uhr"
"1699957168-143","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				Barock Club Basel Bravo Hits + 2000's Party
									Samstag, 23. Dezember, 22:00
								Barock Club Bar Lounge, Basel (CH)","https://eventfrog.ch/de/p/party/00-s/barock-club-basel-bravo-hits-2000-s-party-7127291080064608873.html","Barock Club Basel Bravo Hits + 2000's Party","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","Willkommen im Barock Club 
Wir laden ein zu Bravo Hits + 2000's 
Geniesst die beste Musk im schönen Ambiente, geniesst die Lichtshow und die günstigen Preis an der Bar. Auch der Eintrittspreis ist so tief wie möglich gehalten. 
DJ Seek ist überzeugend und motiviert Euch die beste Nacht zu bieten.  
Der Barock Club bietet stressfreie Partys. Bringt Eure Freunde und Kollegen mit. Sichert Euch eine Lounge (200 CHF INKL. Fl. Spirituose und Mischgetränk) 
Die Events im Barock Club sind für Gäste ab 16 Jahre  
Jüngere Gäste haben keinen Zutritt, auch nicht in Bgleitung einer älteren Person. 
Ausweiskontrolle am Eingang - Einlass NUR mit Ausweis oder anderem Dokument im ORIGINAL. Ersichtlich MUSS sein: Foto, Name, + Geb. Datum. Fotos vom Ausweis sind nicht gültig. 
Unsere DJs sind stets parat und geben immer das Beste, um Euch musikalisch und stimmungstechnisch einen abgefahrenen geilen und erfolgreichen Clubabend zu bieten. Die Hütte ist am kochen - das versprechen wir Euch. Unser Personal ist motiviert und unsere Preise sind echt günstig.  
Tickets gibt es auch, wie immer, direkt im Club an der Abendkasse. 
Euros werden aktzeptiert 
Die Abgabe der Garderone ist obligatorisch: Taschen und Jacken werden abgegeben. 
Eigene, mitgebrachte Getränke dürfen ...
								
									 mehr anzeigen
								
							
							
																	Willkommen im Barock Club 
Wir laden ein zu Bravo Hits + 2000's 
Geniesst die beste Musk im schönen Ambiente, geniesst die Lichtshow und die günstigen Preis an der Bar. Auch der Eintrittspreis ist so tief wie möglich gehalten. 
DJ Seek ist überzeugend und motiviert Euch die beste Nacht zu bieten.  
Der Barock Club bietet stressfreie Partys. Bringt Eure Freunde und Kollegen mit. Sichert Euch eine Lounge (200 CHF INKL. Fl. Spirituose und Mischgetränk) 
Die Events im Barock Club sind für Gäste ab 16 Jahre  
Jüngere Gäste haben keinen Zutritt, auch nicht in Bgleitung einer älteren Person. 
Ausweiskontrolle am Eingang - Einlass NUR mit Ausweis oder anderem Dokument im ORIGINAL. Ersichtlich MUSS sein: Foto, Name, + Geb. Datum. Fotos vom Ausweis sind nicht gültig. 
Unsere DJs sind stets parat und geben immer das Beste, um Euch musikalisch und stimmungstechnisch einen abgefahrenen geilen und erfolgreichen Clubabend zu bieten. Die Hütte ist am kochen - das versprechen wir Euch. Unser Personal ist motiviert und unsere Preise sind echt günstig.  
Tickets gibt es auch, wie immer, direkt im Club an der Abendkasse. 
Euros werden aktzeptiert 
Die Abgabe der Garderone ist obligatorisch: Taschen und Jacken werden abgegeben. 
Eigene, mitgebrachte Getränke dürfen im Club nicht konsumiert werden. Illegale Substanzen werden im Club nicht aktzeptiert. Securitypersonal kontrolliert und verwarnt. Wer gegen die Barock Verhaltensweisen arbeitet und sich nicht an die Clubregeln hält, muss mit einem Clubverweis rechnen. 
 
									
										 weniger anzeigen","CHF 10.00","Barock Club Bar Lounge, Freie Strasse 52, Basel, CH","Party / 00's","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957170-144","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Sweet & Soulful
									Samstag, 23. Dezember, 22:00
								Tap Tab Musikraum, Schaffhausen (CH)","https://eventfrog.ch/de/p/party/pop-rock/sweet-soulful-7127648321586280484.html","Sweet & Soulful","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","Ho Ho Ho - The Rabbi is on the Go! Alle Jahre wieder streift der SOULRABBI in Gauklermanier durch die Lande und bringt den Menschen, was sie so sehnlichst ersuchen! Nämlich den echten, einzig waren Soul und den göttlichen Groove! Der Gelehrte mit dem seligen Lächeln und dem wallenden Haar, langjähriger Gast und mittlerweile guter Freund des Hauses, verfügt über die Weisheit eines Master of Ceremony und den Reichtum eines Sammlers! Prall gefüllte Plattenkisten warten nur so darauf, entstaubt und entlüftet zu werden; die Wärme des 60s-Funk, Soul, R&B, Latin Boogaloo und Rare Groove versprüht im Nu unendliche Liebe in unserem Keller und lässt eure Tanzbeine vor Entzücken verknoten. Sei smart und sei dabei when the Magic happens!","","Tap Tab Musikraum, Baumgartenstrasse 19, Schaffhausen, CH","Party / Pop & Rock","22:00 Uhr"
"1699957173-145","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Golden & Elektro X-Mas Tolerdance
									Samstag, 23. Dezember, 22:00
								ISC Club, Bern (CH)","https://eventfrog.ch/de/p/party/golden-elektro-x-mas-tolerdance-7128393192819361123.html","Golden & Elektro X-Mas Tolerdance","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","Seit fünfundzwanzig Jahren kommen die LGBTQIA+ Community und ihre Freund*innen am Tolerdance zusammen und tragen die glamuröse Sexyness des Queer-Dance in allen Regenbogenfarben in den #Internationalen Superheld*innen-Club.","","ISC Club, Neubrückstrasse 10, Bern, CH","Party","22:00 Uhr"
"1699957175-146","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				WONDERLAND
									Samstag, 23. Dezember, 22:00
								Lido Beach House, Luzern (CH)","https://eventfrog.ch/de/p/party/house-techno/wonderland-7129843772410524301.html","WONDERLAND","","Samstag, 23. Dezember, 22:00","Sa., 23. Dezember 2023","Lineup: 
SOUS SOL
 JULI LEE (ZH)
 NELLE & GUAVED 
  
TICKETS CHF 30 (EVENTFROG) 
WARMUP IM FILOU & BENGEL AB 17H MIT MIRAVAN","CHF 30.00","Lido Beach House, Lidostrasse 6a, Luzern, CH","Party / House & Techno","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957177-147","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Eventgruppe
				
					
		

						
				bis Jun
				29
			
			
			
				Tanznacht40
									7 Events
								Musigburg, Aarburg (CH)","https://eventfrog.ch/de/p/gruppen/tanznacht40-7119987512328565083.html","Tanznacht40","Eventgruppe","7 Events","Sa., 23. Dezember 2023 -
Sa., 29. Juni 2024","Tanznacht40 steht für einen unvergesslichen und unbeschwerten Abend für alle ab 40 Jahren. Die DJ’s verfügen über ein breitgefächertes Disco-Hits Repertoire. Von Alt bis Neu legen sie alles auf was das Herz begehrt. Die DJ’s wechseln sich ab, somit hat man die Garantie, dass der Stil variantenreich bleibt.","","","","Beginn:
																	
										21:00 Uhr"
"1699957179-148","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				90's JUST & ONLY
									Samstag, 23. Dezember, 21:00
								Firehouse, Weinfelden (CH)","https://eventfrog.ch/de/p/party/90-s/90-s-just-only-7112342029783269223.html","90's JUST & ONLY","","Samstag, 23. Dezember, 21:00","Sa., 23. Dezember 2023","Eine Nacht mit Barbie & Ken, Loona, La Bouche & den Backstreet Boys! Schöner kann Weihnachten nicht werden! Die Créme de la Créme der 90s auf der Tanzfläche des Firehouse Weinfelden – ein vorweihnachtliches Geschenk für alle Partybegeisterten! Unbedingt vorbei kommen und vorher gemütlich in einem unserer Restaurant essen. PS: Reservieren wäre da von Vorteil :-) 
// Drinks aus den 90s
 // Wunschliste
 // Knicklichter
 // Dekoration 
// Türöffnung: 21:00
 // Zutritt: ab 18 Jahren","","Firehouse, Amriswilerstrasse 57, Weinfelden, CH","Party / 90's","21:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957181-149","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				Disco Rainbow
									Samstag, 23. Dezember, 20:30
								Lintharena SGU, Näfels (CH)","https://eventfrog.ch/de/p/party/disco/disco-rainbow-7128331675428133089.html","Disco Rainbow","","Samstag, 23. Dezember, 20:30","Sa., 23. Dezember 2023","Die zweite Ausgabe der neu aufgelegten Disco Rainbow! 
Programm
 Türöffnung:   20:30 Uhr
 DJ Tom / DJ Rolf Imhof / DJ ZsuZsu / DJ Tatana 
Eintritt ab 18 Jahren
 Vorverkauf: 28.-
 Abendkasse: 35.- 
Es stehen 18 Lounges für je 4 Personen zur Verfügung, welche via Loungeticket reserviert werden können.
 Loungegäste wird eine eigene Garderobe und ein zum Dancefloor abgetrennter exklusiver Bereich geboten.
 Die Reservation einer Lounge für 4 Personen kostet 80.-. Loungegäste müssen zusätzlich zur Loungereservation ein Eintrittsticket lösen!","CHF 28.00","Lintharena SGU, Oberurnerstrasse 14, Näfels, CH","Party / Disco","20:30 Uhr
									
																			- 
										04:00 Uhr"
"1699957184-150","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				23
			
			
			
				Electric X-Mas
									Samstag, 23. Dezember, 20:00
								Markthalle Toggenburg, Wattwil (CH)","https://eventfrog.ch/de/p/party/electro/electric-x-mas-7107029712245817805.html","Electric X-Mas","","Samstag, 23. Dezember, 20:00","Sa., 23. Dezember 2023","Electric X-Mas 2023
 Nichts mit Stille Nacht, heilige Nacht - wir feiern mit Euch bis sich die Christbäume biegen! 
Line-Up:
 D-Block & S-te-fan
 Phrantic
 Nehilo
 Beatstyle
 Flavio Stonex
 AVIION 
VIP Tickets
 Der VIP-Bereich auf der Galerie bietet eine exklusive Sicht auf die Bühne. Du findest dort gemütliche Sitzgelegenheiten, Lounges, eigene WCs und eine eigene Bar exklusiv für VIP Gäste. Erlebe Electric X-Mas im exklusiven Rahmen!
 Zutritt ab 18 Jahren 
Shuttlebusse
 Es wird Shuttlebusse Richtung Wil & Wildhaus geben. Alle Infos unter electricxmas.ch. 
Alle Infos findest du unter electricxmas.ch. 
Türöffnung: 20 Uhr
 Einlass ab 16 Jahren 
Fragen? 
 Schreib uns einfach per WhatsApp an 071 932 00 68.","","Markthalle Toggenburg, Austrasse, Wattwil, CH","Party / Electro","20:00 Uhr
									
																			- 
										03:00 Uhr"
"1699957186-151","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				23
			
			
			
				Glückliche Auszeit@mann-o-mann
									Samstag, 23. Dezember, 13:00
								mann-o-mann  WO MÄNNER SPIELEN, St. Gallen (CH)","https://eventfrog.ch/de/p/party/glueckliche-auszeit-mann-o-mann-7075604430725217073.html","Glückliche Auszeit@mann-o-mann","","Samstag, 23. Dezember, 13:00","Sa., 23. Dezember 2023","GLÜCKLICHE AUSZEIT: Das mann-o-mann in St.Gallen, Dein Ort um Spass und Entspannung in einem angenehmen Ambiente zu erleben.","","mann-o-mann  WO MÄNNER SPIELEN, St. Jakob-Strasse 91, St. Gallen, CH","Party","13:00 Uhr"
"1699957188-152","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				22
			
			
			
				Keine stille Nacht singer klub edition
									Freitag, 22. Dezember, 23:00
								singer klub, Basel (CH)","https://eventfrog.ch/de/p/party/disco/keine-stille-nacht-singer-klub-edition-7120566100534707181.html","Keine stille Nacht singer klub edition","","Freitag, 22. Dezember, 23:00","Fr., 22. Dezember 2023","der name ist programm! während die folgenden tage für die meisten von uns besinnlich und familiär werden, heisst es vor weihnachten nochmals vollgas geben. die geschenke sind verpackt, der baum geschmückt also ab in den singerklub! dj chronic sorgt dafür, dass die feiertage ordentlich eingefeiert werden können! 
INFO 
der einlass ist ab 18 Jahren und nur mit einem gültigen ausweisdokument (id, pass, ausländerausweis oder führerschein) als original und nicht als foto auf dem handy. 
MUSIK 
ab 23 uhr by dj chronic 
TICKETS 
die tickets im vorverkauf kosten 10 franken. ein kontingent an tickets ist nach verfügbarkeit für 15 franken an der abendkasse erhältlich. 
LOUNGES 
auch bei diesem event sind diverse lounges in unterschiedlichen grössen verfügbar. bei einer lounge reservation verfällt für die komplette gruppe der eintrittspreis, lediglich eine überschaubare mindestkonsumation pro lounge ist vorraussetzung. weitere infos findest du auf www.singerklub.ch!","CHF 10.00","singer klub, Marktplatz 34, Basel, CH","Party / Disco","23:00 Uhr"
